Time [s],Time [min],f1 [Hz],f3 [Hz],f5 [Hz],f7 [Hz],f9 [Hz],f11 [Hz],f13 [Hz],D3 [ppm],D5 [ppm],D7 [ppm],D9 [ppm],D11 [ppm],D13 [ppm]
827.1023,13.78503833,-0.0129,0.2289,0.153,0.2108,0.1413,0.3073,-0.5134,0.0073,-0.0499,-0.0682,-0.0306,-0.007,-0.337
828.5417,13.80902833,-0.4701,0.2096,0.098,0.1134,0.2167,0.0567,0.1808,0.0587,-0.0645,-0.0853,-0.068,-0.0142,-0.4426
830.0487,13.834145,-0.3194,0.1065,0.2447,0.2326,0.1198,0.3601,-0.6822,0.0473,-0.0726,-0.0293,-0.0848,-0.02,0.0101
831.5518,13.85919667,-0.2524,0.2871,0.3263,0.1233,0.1265,0.3577,-0.4304,0.0088,-0.0367,-0.0728,-0.0451,-0.0763,0.0737
833.054,13.88423333,-0.3342,0.1364,0.2283,0.248,0.1784,0.1452,-0.6004,0.069,0.0586,0.0489,-0.0663,0.0353,0.0809
834.5744,13.90957333,-0.4843,0.1856,0.1586,0.1451,0.2136,0.1593,0.666,0.0642,-0.0025,-0.021,-0.0359,-0.0216,0.1753
836.0791,13.93465167,-0.5367,0.2296,0.1789,0.2486,0.1285,0.2225,-0.3918,0.0639,-0.0162,-0.0247,0.0096,-0.0616,-0.1416
837.5816,13.95969333,-0.649,0.0631,0.1818,0.1547,0.1489,0.2134,0.527,0.1153,0.072,-0.0145,-0.017,-0.0584,-0.0868
839.1067,13.98511167,-0.9175,0.1214,0.1212,0.223,0.1695,0.0617,0.7647,0.0956,0.0388,-0.0185,0.0206,-0.0009,0.1932
840.6004,14.01000667,-0.9639,-0.0457,0.1348,0.164,0.0677,0.2031,0.4302,0.1689,0.0626,0.0308,-0.0302,-0.0478,0.1867
841.9917,14.033195,-0.8357,0.0484,0.1174,0.141,0.1134,0.1978,0.139,0.1728,0.0939,0.0276,0.0249,0.0991,0.0141
843.4148,14.05691333,-0.9537,0.0454,0.1604,0.169,0.0455,0.013,0.3796,0.1872,0.0949,0.0678,0.0137,-0.0251,-0.2379
844.9169,14.08194833,-1.1487,-0.147,0.0294,0.1362,0.0975,0.2593,-0.3198,0.1907,0.1381,0.0591,0.04,0.0136,-0.0624
846.4067,14.10677833,-1.1736,-0.1799,0.0189,0.0415,0.0876,-0.239,0.2419,0.2332,0.1541,0.0769,0.054,0.1342,0.245
847.7864,14.12977333,-1.2089,-0.2153,0.1108,0.0173,0.03,0.1029,-0.1924,0.3181,0.1917,0.0977,0.0583,0.0362,-0.0308
849.2448,14.15408,-1.1663,-0.1337,-0.0254,0.033,-0.0101,0.0006,0.2148,0.2755,0.1483,0.124,0.0302,0.1242,-0.139
850.7058,14.17843,-1.4552,-0.2739,-0.1821,-0.0037,-0.0078,0.0534,0.1172,0.3016,0.2194,0.0742,0.0638,0.0313,0.2683
852.2155,14.20359167,-1.5002,-0.3055,-0.0023,-0.0517,-0.0414,-0.1145,0.4796,0.3041,0.2382,0.1492,0.0903,0.1283,-0.0403
853.6127,14.22687833,-1.518,-0.3015,-0.0463,-0.0905,-0.0888,-0.1156,0.3291,0.4114,0.2394,0.1821,0.0989,0.0857,-0.2413
855.0714,14.25119,-1.7628,-0.2769,-0.2695,-0.0793,-0.0404,-0.0938,-0.5505,0.3907,0.2826,0.1637,0.1097,0.1089,0.4351
856.4813,14.27468833,-1.8265,-0.4331,-0.175,-0.156,-0.1342,0.2024,-0.3002,0.4147,0.2889,0.1632,0.1446,0.0578,-0.2364
857.86,14.29766667,-1.6877,-0.4263,-0.2507,-0.1135,-0.209,-0.344,-0.6392,0.3812,0.2762,0.2258,0.1412,0.0191,0.0982
859.3119,14.321865,-1.791,-0.4682,-0.2044,-0.1664,-0.1567,-0.2675,-0.2981,0.4569,0.3216,0.2,0.1555,0.2022,-0.1211
860.6804,14.34467333,-2.056,-0.5915,-0.2168,-0.219,-0.2128,-0.2358,-0.0375,0.504,0.3346,0.2337,0.1995,0.1766,0.291
862.1485,14.36914167,-2.0941,-0.5282,-0.3269,-0.246,-0.2066,-0.0404,-0.6688,0.4874,0.34,0.228,0.1409,0.1682,0.2054
863.5769,14.39294833,-1.9063,-0.5849,-0.3403,-0.2824,-0.303,-0.1006,-0.324,0.5533,0.3663,0.2626,0.1655,0.0998,0.1682
864.9944,14.41657333,-1.977,-0.4676,-0.3189,-0.2982,-0.2687,-0.0069,-0.6034,0.5539,0.3718,0.2513,0.143,0.0705,0.1546
866.4158,14.44026333,-2.3194,-0.6904,-0.2977,-0.2919,-0.2581,-0.0841,0.2065,0.5544,0.4006,0.2512,0.1965,0.1917,0.2086
867.7848,14.46308,-2.2256,-0.7354,-0.3967,-0.3073,-0.3602,-0.1763,-0.861,0.561,0.4207,0.2431,0.2062,0.2439,0.2093
869.0809,14.48468167,-2.3215,-0.7899,-0.3869,-0.3503,-0.3512,-0.4882,0.0186,0.5667,0.419,0.2711,0.1645,0.0694,0.1498
870.3847,14.50641167,-2.3532,-0.7531,-0.3899,-0.4179,-0.4327,-0.4525,-0.4095,0.6268,0.4134,0.268,0.1797,0.1453,0.0914
871.783,14.52971667,-2.4714,-0.8804,-0.5003,-0.4096,-0.3821,-0.3651,-0.8412,0.586,0.45,0.3106,0.2226,0.1055,0.008
873.182,14.55303333,-2.4189,-0.9457,-0.4556,-0.4614,-0.552,-0.5148,-0.1989,0.6255,0.4685,0.2749,0.2282,0.1291,0.1051
874.6997,14.57832833,-2.5154,-0.7103,-0.6139,-0.4857,-0.4932,-0.4834,-0.1105,0.6524,0.4696,0.2883,0.2432,0.1831,0.1958
876.0981,14.601635,-2.6326,-0.9412,-0.6311,-0.4528,-0.4537,-0.3277,-0.4632,0.7311,0.4644,0.3235,0.1918,0.1105,-0.038
877.4172,14.62362,-2.8619,-1.0109,-0.6677,-0.5753,-0.4529,-0.2403,-0.197,0.7388,0.5558,0.3235,0.2164,0.236,0.2213
878.7399,14.645665,-2.6794,-0.9528,-0.612,-0.4084,-0.6095,-0.3477,-0.0591,0.7325,0.4461,0.3629,0.2356,0.1945,0.155
880.1866,14.66977667,-2.7112,-1.0074,-0.576,-0.6014,-0.5544,-0.6943,-0.7616,0.7236,0.5345,0.3427,0.2389,0.274,0.1361
881.7103,14.69517167,-3.1094,-1.1281,-0.7538,-0.6277,-0.5835,-0.6157,-0.7467,0.7822,0.5231,0.343,0.2572,0.3187,0.0837
883.24,14.72066667,-3.0368,-1.095,-0.7091,-0.6288,-0.6696,-0.5695,-0.6189,0.7413,0.5013,0.3562,0.2747,0.1733,0.2565
884.6529,14.744215,-2.9947,-1.1418,-0.8341,-0.7642,-0.8301,-0.6132,-0.1429,0.8109,0.5801,0.3967,0.2839,0.2909,-0.0457
886.1227,14.76871167,-3.0265,-1.2075,-0.8498,-0.7547,-0.6852,-0.4753,-0.5852,0.7998,0.5889,0.3981,0.2776,0.1704,0.2408
887.6538,14.79423,-3.3095,-1.3279,-0.9152,-0.7103,-0.6325,-0.5404,-0.7887,0.8773,0.5581,0.4608,0.2969,0.1955,-0.1667
889.1304,14.81884,-3.2422,-1.3316,-1.036,-0.8329,-0.7789,-0.8853,-0.5746,0.9208,0.6388,0.4224,0.3247,0.3275,0.3999
890.6658,14.84443,-3.3046,-1.4183,-0.8797,-0.7884,-0.8158,-0.675,-0.4804,0.889,0.5788,0.4338,0.3548,0.4096,0.3317
892.1722,14.86953667,-3.4818,-1.4979,-0.9434,-0.8357,-0.8313,-0.9034,-0.6144,0.8774,0.6527,0.4207,0.3323,0.2623,0.4248
893.68,14.89466667,-3.679,-1.4615,-1.037,-0.9712,-0.9441,-0.7016,-0.9586,0.9282,0.6262,0.3997,0.3135,0.2384,0.1875
895.2057,14.920095,-3.4838,-1.4991,-1.0556,-0.919,-0.8967,-0.9041,-1.1138,0.8537,0.6788,0.4411,0.3408,0.2353,0.2759
896.7238,14.94539667,-3.5534,-1.4444,-1.0945,-0.9905,-0.9988,-1.2337,-1.0105,0.9739,0.6881,0.4658,0.3183,0.2727,0.3653
898.2304,14.97050667,-3.6369,-1.5317,-1.1743,-1.0619,-0.9698,-0.8474,-0.5533,0.9761,0.6419,0.4527,0.3576,0.3497,0.3202
899.6301,14.993835,-3.6116,-1.6278,-1.2215,-1.0085,-1.0307,-1.0151,-1.0649,0.9412,0.6967,0.4895,0.3758,0.3034,0.4242
901.0109,15.01684833,-3.8044,-1.8227,-1.2274,-1.0655,-1.0337,-1.0016,-1.2905,0.9643,0.6958,0.4606,0.373,0.3909,0.4454
902.4,15.04,-3.7177,-1.9038,-1.28,-1.0294,-1.0628,-1.1234,-0.8987,1.0377,0.7042,0.5129,0.3823,0.3228,0.112
903.7056,15.06176,-3.9728,-1.6402,-1.2765,-1.0272,-1.0779,-1.1014,-0.362,1.0223,0.6652,0.478,0.3964,0.3365,0.3288
905.0465,15.08410833,-3.771,-1.8695,-1.3213,-1.1544,-1.1505,-1.0607,-0.6259,0.9899,0.7295,0.4866,0.3858,0.4295,0.1528
906.3906,15.10651,-3.9303,-1.784,-1.407,-1.0789,-1.1086,-0.6635,-1.1022,1.0419,0.7549,0.4957,0.3803,0.3421,0.3097
907.7323,15.12887167,-4.0058,-1.7881,-1.2052,-1.1659,-1.1387,-0.7638,-1.4335,1.0437,0.7332,0.5208,0.4162,0.264,0.2254
909.0479,15.15079833,-4.0882,-1.9194,-1.364,-1.135,-1.0638,-0.9826,-1.4744,1.0644,0.7491,0.5356,0.4039,0.2792,0.1335
910.4038,15.17339667,-4.0404,-1.9429,-1.417,-1.3449,-1.2973,-1.094,-1.7136,1.0527,0.7547,0.538,0.4065,0.2627,0.4911
911.7084,15.19514,-4.0613,-1.9827,-1.3876,-1.2983,-1.2258,-1.0658,-1.262,1.0891,0.7355,0.5131,0.4259,0.3268,-0.0558
913.0217,15.21702833,-4.1487,-1.9802,-1.4829,-1.2908,-1.1938,-1.1203,-0.8336,1.1443,0.7671,0.5231,0.4058,0.3566,0.1651
914.3394,15.23899,-4.313,-1.949,-1.4327,-1.3102,-1.1938,-0.9517,-0.4851,1.1042,0.8003,0.5677,0.427,0.3106,0.151
915.6807,15.261345,-4.1877,-2.0714,-1.4141,-1.2907,-1.3381,-1.1008,-1.0917,1.1315,0.7759,0.5367,0.418,0.3609,0.1008
917.0099,15.28349833,-4.2825,-1.9202,-1.4167,-1.2698,-1.2464,-1.0355,-1.6889,1.1117,0.8277,0.5279,0.4116,0.3134,0.6216
918.3312,15.30552,-4.2151,-2.005,-1.4187,-1.4066,-1.1609,-1.2094,-1.2888,1.1516,0.8175,0.5591,0.4367,0.3141,0.2096
919.6083,15.326805,-4.3928,-1.9624,-1.4695,-1.3943,-1.2522,-0.9262,-0.967,1.1108,0.845,0.5851,0.4217,0.3171,0.5629
920.7345,15.345575,-4.3359,-2.1359,-1.4877,-1.3944,-1.4395,-1.3299,-0.6391,1.1195,0.8264,0.5471,0.3957,0.2822,0.0569
922.098,15.3683,-4.2253,-2.0802,-1.526,-1.419,-1.4039,-1.2221,-1.6691,1.1046,0.8072,0.542,0.4217,0.3877,-0.027
923.5561,15.39260167,-4.3134,-2.168,-1.5215,-1.4184,-1.3047,-1.2627,-1.2331,1.1558,0.7935,0.6075,0.4318,0.4239,0.0244
924.8623,15.41437167,-4.4746,-2.0848,-1.6229,-1.4483,-1.3927,-1.2495,-1.4786,1.1595,0.7794,0.5755,0.4136,0.3943,0.2635
926.175,15.43625,-4.376,-2.1646,-1.5734,-1.5041,-1.499,-1.2613,-1.5946,1.1361,0.7965,0.6003,0.4251,0.2863,0.2993
927.5677,15.45946167,-4.4919,-2.2241,-1.5764,-1.5672,-1.445,-1.2569,-1.0328,1.1423,0.7913,0.6207,0.4218,0.3555,0.2592
928.9186,15.48197667,-4.4464,-2.1896,-1.656,-1.482,-1.381,-1.2887,-1.0556,1.1872,0.839,0.5635,0.4541,0.3785,0.4781
930.2326,15.50387667,-4.623,-2.2435,-1.7036,-1.5407,-1.4181,-1.0805,-1.2873,1.1857,0.8001,0.5517,0.425,0.333,0.3316
931.5704,15.52617333,-4.407,-2.1922,-1.618,-1.5179,-1.5708,-1.6179,-1.2356,1.1895,0.8382,0.5577,0.4374,0.3643,0.3282
932.92,15.54866667,-4.5379,-2.2248,-1.7106,-1.5327,-1.4893,-1.4744,-1.6626,1.1404,0.8145,0.598,0.4439,0.3879,0.2211
934.2411,15.570685,-4.5884,-2.29,-1.6926,-1.5121,-1.5097,-1.4778,-1.2401,1.1679,0.8243,0.5842,0.4549,0.4212,0.2023
935.5502,15.59250333,-4.6171,-2.2463,-1.7037,-1.6323,-1.4172,-1.1663,-1.0442,1.1758,0.8451,0.5947,0.4491,0.4053,0.2749
936.8558,15.61426333,-4.6179,-2.1642,-1.7379,-1.6647,-1.5058,-1.5226,-1.1483,1.216,0.8437,0.5947,0.4611,0.3599,0.1522
938.2023,15.636705,-4.6693,-2.2542,-1.7202,-1.5808,-1.4992,-1.3573,-1.5803,1.2134,0.836,0.5839,0.4296,0.2806,0.1851
939.5704,15.65950667,-4.6406,-2.2977,-1.7621,-1.539,-1.5119,-1.5603,-1.2542,1.1749,0.8228,0.5425,0.4522,0.3198,0.5463
940.9302,15.68217,-4.7749,-2.3879,-1.7785,-1.5305,-1.4572,-1.3337,-1.1952,1.2042,0.8555,0.6297,0.3975,0.3045,0.3263
942.2625,15.704375,-4.5413,-2.3844,-1.8165,-1.5962,-1.6165,-1.4862,-1.7709,1.2519,0.8466,0.6001,0.41,0.421,0.2757
943.7669,15.72944833,-4.6111,-2.2314,-1.8337,-1.6608,-1.618,-1.4089,-1.4967,1.2367,0.8814,0.6041,0.4135,0.3716,0.2156
945.1929,15.753215,-4.9488,-2.4699,-1.8354,-1.7134,-1.556,-1.5886,-1.1277,1.2142,0.8384,0.5715,0.4804,0.2999,0.4564
946.566,15.7761,-4.9892,-2.4673,-1.6695,-1.6397,-1.6336,-1.6013,-1.936,1.2011,0.8262,0.5967,0.4083,0.3791,0.4722
947.8765,15.79794167,-4.7576,-2.5447,-1.8133,-1.6931,-1.6915,-1.5594,-1.571,1.1754,0.878,0.6195,0.4514,0.4226,0.3461
949.1946,15.81991,-4.7893,-2.5172,-1.7931,-1.7335,-1.6965,-1.6396,-1.2484,1.2663,0.8517,0.5963,0.4393,0.4188,0.1749
950.5429,15.84238167,-4.9659,-2.4285,-1.8117,-1.7018,-1.6597,-1.1898,-1.8147,1.2269,0.8579,0.6247,0.454,0.4099,0.5263
951.8712,15.86452,-5.0414,-2.4406,-1.8639,-1.5953,-1.7723,-1.4819,-1.0651,1.2506,0.8202,0.605,0.4715,0.361,0.3981
953.2586,15.88764333,-4.8923,-2.5074,-1.8794,-1.7118,-1.7481,-1.6726,-1.2325,1.2193,0.8854,0.5734,0.4753,0.4345,0.2645
954.6445,15.91074167,-4.8271,-2.5386,-1.8689,-1.8138,-1.7104,-1.6785,-1.2102,1.2688,0.8963,0.5837,0.4234,0.6057,0.3935
956.0556,15.93426,-4.9594,-2.5104,-1.9066,-1.7061,-1.6807,-1.8757,-1.2551,1.2723,0.8418,0.6166,0.454,0.4396,0.1861
957.4405,15.95734167,-5.0742,-2.4938,-1.9557,-1.6695,-1.7864,-1.8108,-1.4888,1.2836,0.9048,0.5986,0.4224,0.3845,0.3458
958.7507,15.97917833,-4.9402,-2.5086,-2.0139,-1.7997,-1.7253,-1.2491,-0.9755,1.2499,0.838,0.6672,0.4449,0.3825,0.2342
960.1213,16.00202167,-4.8842,-2.4807,-1.9767,-1.8412,-1.7119,-1.4793,-1.8541,1.2255,0.8512,0.6727,0.4564,0.3594,0.3326
961.4782,16.02463667,-5.1634,-2.641,-1.9665,-1.7985,-1.8186,-1.6311,-1.6867,1.2884,0.921,0.6343,0.4691,0.3507,0.4909
962.7896,16.04649333,-4.9052,-2.6611,-2.0672,-1.8502,-1.677,-1.3149,-1.9009,1.2062,0.8195,0.6279,0.4577,0.3378,0.2904
964.166,16.06943333,-4.8457,-2.6539,-1.9602,-1.9309,-1.7586,-1.4581,-1.6913,1.2518,0.838,0.635,0.4195,0.3457,0.1975
965.546,16.09243333,-5.0327,-2.5848,-2.1511,-1.8298,-1.7306,-1.6484,-1.3377,1.3153,0.8899,0.624,0.4654,0.4266,0.3021
966.9898,16.11649667,-5.0928,-2.5986,-1.9549,-1.9532,-1.6896,-1.8826,-1.6568,1.3035,0.885,0.6744,0.4557,0.3003,0.4564
968.2947,16.138245,-4.9747,-2.614,-2.0011,-1.8016,-1.7886,-1.6131,-2.3228,1.2506,0.9143,0.6435,0.4578,0.341,0.1846
969.7104,16.16184,-4.9004,-2.7358,-2.0338,-1.9849,-1.8039,-1.673,-1.3837,1.2295,0.8907,0.6001,0.464,0.3947,0.3467
971.0418,16.18403,-5.1838,-2.7106,-2.0858,-1.8696,-1.9781,-1.8225,-1.7178,1.2976,0.9164,0.602,0.4573,0.3796,0.3974
972.3783,16.206305,-5.2047,-2.756,-2.04,-1.9708,-1.9115,-1.7851,-1.7526,1.3243,0.8915,0.6368,0.4606,0.3929,0.3736
973.7101,16.22850167,-5.058,-2.5864,-2.001,-1.8862,-1.9553,-1.6876,-1.8798,1.2868,0.9009,0.6109,0.469,0.4516,0.3821
975.0284,16.25047333,-5.0471,-2.7609,-2.1873,-1.8684,-1.9205,-1.6702,-2.0077,1.3149,0.9041,0.6133,0.4643,0.357,0.312
976.3808,16.27301333,-4.9791,-2.7596,-2.1044,-1.9195,-1.834,-1.6369,-1.3089,1.2446,0.9256,0.6556,0.4944,0.2734,0.2483
977.7626,16.29604333,-5.1465,-2.7949,-2.058,-1.9592,-1.8656,-1.7018,-1.3414,1.284,0.9083,0.6462,0.4475,0.2925,0.4587
979.1502,16.31917,-5.2376,-2.7488,-2.1169,-1.9607,-1.8786,-1.8451,-1.4778,1.2898,0.8678,0.6444,0.4603,0.3568,0.4445
980.4519,16.340865,-5.1121,-2.6881,-2.0369,-1.9891,-1.9432,-1.7444,-1.6676,1.2812,0.9328,0.6653,0.4335,0.2969,0.2138
981.888,16.3648,-5.1392,-2.8384,-2.1646,-1.931,-1.8577,-1.8724,-1.239,1.3315,0.8909,0.6168,0.4783,0.2576,0.1513
983.2346,16.38724333,-5.3088,-2.8871,-2.2025,-1.9443,-1.9513,-2.0088,-2.2284,1.314,0.9492,0.6441,0.4586,0.3741,0.3969
984.5436,16.40906,-5.1785,-2.8195,-2.0717,-2.0129,-1.8821,-1.8312,-1.7664,1.3095,0.9245,0.6258,0.4337,0.4328,0.1656
985.9161,16.431935,-5.0958,-2.7205,-2.2345,-1.9832,-1.9321,-1.8107,-1.6072,1.2826,0.9367,0.6187,0.4487,0.3915,0.2651
987.2758,16.45459667,-5.2394,-2.7103,-2.1903,-2.0199,-1.9674,-1.6969,-2.1475,1.3198,0.8809,0.6292,0.4559,0.2915,0.1129
988.6414,16.47735667,-5.3526,-2.8751,-2.147,-2.0139,-1.851,-1.8162,-1.6422,1.3345,0.8894,0.6317,0.4882,0.3415,0.1018
989.9748,16.49958,-5.2042,-2.8077,-2.1618,-2.0458,-2.0214,-1.7607,-1.9861,1.2906,0.9036,0.6554,0.4738,0.4181,0.3145
991.3145,16.52190833,-5.1675,-2.793,-2.2564,-2.0904,-1.9562,-1.7923,-1.6313,1.3153,0.8916,0.6603,0.4793,0.3358,0.0678
992.645,16.54408333,-5.2506,-2.8889,-2.1701,-2.0269,-1.9419,-1.7408,-2.0785,1.3238,0.9091,0.6217,0.4569,0.2805,0.157
993.9432,16.56572,-5.359,-2.8423,-2.1169,-2.09,-1.9628,-2.1303,-1.8581,1.328,0.9468,0.6492,0.4856,0.5106,0.5695
995.3363,16.58893833,-5.0652,-2.6727,-2.2703,-2.1788,-2.037,-1.6423,-1.8941,1.3465,0.8977,0.5936,0.4608,0.4542,0.1484
996.6785,16.61130833,-5.2367,-2.9036,-2.3592,-2.0673,-2.1102,-1.9864,-1.8028,1.3046,0.8984,0.6078,0.5053,0.3925,0.394
998.0265,16.633775,-5.4135,-2.9826,-2.3754,-2.068,-2.0136,-1.8825,-2.2888,1.344,0.9073,0.6368,0.4847,0.3249,0.1074
999.3806,16.65634333,-5.4238,-2.866,-2.2474,-2.0557,-2.0035,-1.8493,-2.4933,1.322,0.9367,0.621,0.4689,0.3301,0.3755
1000.722,16.6787,-5.2687,-2.8881,-2.2977,-2.1825,-2.1382,-1.7753,-2.1738,1.3249,0.9302,0.6099,0.4722,0.3623,0.182
1002.092,16.70153333,-5.4599,-2.9325,-2.1455,-2.168,-2.1308,-1.8274,-2.2248,1.2613,0.9303,0.6229,0.4841,0.3171,0.0653
1003.4738,16.72456333,-5.5632,-3.0053,-2.3182,-2.0572,-2.0291,-1.838,-1.8672,1.3177,0.9472,0.6569,0.4749,0.3278,0.5252
1004.8026,16.74671,-5.5292,-2.8858,-2.3335,-2.1197,-2.0649,-1.3753,-1.8738,1.3596,0.9266,0.6629,0.4458,0.3938,0.5731
1006.1488,16.76914667,-5.4339,-2.8284,-2.2947,-2.1347,-2.1504,-2.027,-2.512,1.343,0.9385,0.6375,0.4471,0.3935,0.0614
1007.5459,16.79243167,-5.4127,-3.0188,-2.3484,-2.1468,-2.0953,-1.9813,-1.9422,1.3763,0.9563,0.6465,0.4349,0.3492,0.4299
1009.048,16.81746667,-5.5348,-3.046,-2.2817,-2.3006,-2.0919,-1.9815,-2.0907,1.4048,0.9332,0.6518,0.4645,0.4041,0.212
1010.4144,16.84024,-5.5242,-3.1147,-2.3625,-2.2138,-2.0861,-2.1181,-1.6582,1.3501,0.9159,0.6472,0.4781,0.3319,0.3935
1011.7699,16.86283167,-5.4008,-2.9873,-2.3259,-2.2622,-2.275,-2.097,-2.3814,1.314,0.947,0.6772,0.4452,0.328,-0.0696
1013.1964,16.88660667,-5.3978,-3.0566,-2.297,-2.2294,-2.1447,-1.9111,-2.2616,1.317,0.9335,0.6078,0.4784,0.4126,0.4114
1014.5644,16.90940667,-5.5341,-3.1068,-2.3647,-2.1857,-2.1073,-1.951,-2.1991,1.3704,0.9172,0.6272,0.4614,0.4017,0.2112
1016.0838,16.93473,-5.398,-2.8787,-2.2865,-2.1737,-2.1331,-1.9277,-2.0048,1.2826,0.9281,0.6212,0.4915,0.35,0.4181
1017.4714,16.95785667,-5.407,-2.9876,-2.3613,-2.3215,-2.2091,-1.9498,-1.8125,1.3431,0.9507,0.6182,0.4265,0.3412,0.234
1018.8904,16.98150667,-5.4042,-3.0623,-2.45,-2.2287,-2.1963,-2.0335,-1.8587,1.3642,0.9405,0.6079,0.5109,0.3555,0.5175
1020.2184,17.00364,-5.5555,-3.0411,-2.394,-2.2047,-2.2301,-1.767,-2.0914,1.3383,0.9208,0.6674,0.4437,0.4098,0.3167
1021.6717,17.02786167,-5.5389,-2.9644,-2.3308,-2.1996,-2.2502,-2.0892,-2.0755,1.3412,0.9458,0.6922,0.4856,0.3591,0.3399
1023.0514,17.05085667,-5.4104,-2.9951,-2.3576,-2.1729,-2.2104,-2.1463,-2.4328,1.342,0.9345,0.6695,0.4452,0.4353,0.0015
1024.4205,17.073675,-5.5026,-3.1773,-2.4053,-2.2132,-2.1817,-2.2337,-2.113,1.3505,0.9107,0.6575,0.4874,0.501,0.4184
1025.818,17.09696667,-5.6238,-3.125,-2.5135,-2.2896,-2.2151,-2.0336,-2.5664,1.3668,0.949,0.6703,0.4805,0.3767,0.0653
1027.284,17.1214,-5.4409,-3.1065,-2.3501,-2.2568,-2.1866,-2.0611,-2.4464,1.3863,0.9858,0.6384,0.4803,0.3553,0.2506
1028.6216,17.14369333,-5.431,-3.3031,-2.4152,-2.2115,-2.3211,-2.2531,-1.5695,1.3543,0.8796,0.6678,0.4536,0.4137,0.4677
1030.008,17.1668,-5.6258,-3.1788,-2.458,-2.1581,-2.1705,-1.9756,-1.2233,1.3463,0.8918,0.6558,0.4814,0.4375,0.2855
1031.396,17.18993333,-5.6402,-2.9521,-2.5061,-2.2868,-2.2847,-1.9515,-2.4118,1.3439,0.9644,0.6411,0.4385,0.2887,0.2798
1032.8744,17.21457333,-5.4748,-3.1287,-2.4552,-2.2968,-2.2883,-1.8837,-1.308,1.3701,0.9182,0.652,0.4598,0.3465,0.1531
1034.1886,17.23647667,-5.4141,-2.903,-2.3874,-2.268,-2.334,-2.2662,-2.1954,1.3819,0.9405,0.6351,0.4228,0.3342,0.4348
1035.6388,17.26064667,-5.7329,-3.0812,-2.4094,-2.2856,-2.2134,-1.9111,-2.0842,1.362,0.9807,0.6302,0.4674,0.2877,0.5899
1037.0503,17.28417167,-5.605,-3.2312,-2.5001,-2.3833,-2.3526,-2.101,-2.4175,1.39,0.9463,0.6773,0.4643,0.279,0.3927
1038.5049,17.308415,-5.5621,-3.2251,-2.4816,-2.3015,-2.2731,-2.3612,-2.5382,1.3792,0.938,0.6302,0.4721,0.3499,0.3969
1039.9738,17.33289667,-5.5902,-3.0586,-2.5665,-2.2564,-2.3414,-2.1105,-2.1428,1.3529,0.9515,0.6764,0.4706,0.3358,0.209
1041.3789,17.356315,-5.7319,-3.1103,-2.5992,-2.3159,-2.2503,-2.0712,-1.8198,1.3552,0.9199,0.6736,0.4633,0.5046,0.2245
1042.7565,17.379275,-5.6096,-3.04,-2.4118,-2.3575,-2.2694,-2.042,-2.0201,1.3471,0.9338,0.6331,0.45,0.3433,0.502
1044.1901,17.40316833,-5.5318,-3.0695,-2.5808,-2.4389,-2.336,-1.8903,-2.0364,1.3571,0.9888,0.6841,0.4392,0.3826,0.2663
1045.606,17.42676667,-5.5703,-3.1643,-2.6238,-2.3821,-2.3421,-2.1489,-2.9643,1.3481,0.9226,0.6485,0.4647,0.3471,0.4446
1046.926,17.44876667,-5.7269,-3.2276,-2.5379,-2.2427,-2.3185,-1.9194,-2.2078,1.3406,0.9226,0.6384,0.4673,0.3454,0.2105
1048.3466,17.47244333,-5.6517,-3.115,-2.3486,-2.4524,-2.4337,-2.3574,-2.3176,1.3684,0.9084,0.6617,0.4928,0.4832,0.3837
1049.7399,17.495665,-5.6013,-3.2548,-2.6496,-2.446,-2.333,-2.2267,-2.1887,1.3863,0.994,0.6503,0.4535,0.3703,0.5055
1051.2006,17.52001,-5.8777,-3.2323,-2.427,-2.3934,-2.364,-2.3597,-2.4656,1.4211,0.9232,0.6318,0.4708,0.3,0.4175
1052.5051,17.54175167,-5.8742,-3.3426,-2.5043,-2.3131,-2.4225,-2.6276,-1.9724,1.387,0.8956,0.6369,0.4501,0.3603,0.326
1053.8487,17.564145,-5.6288,-3.2445,-2.45,-2.3764,-2.4961,-2.5149,-2.6298,1.3921,0.9173,0.6595,0.4527,0.2715,0.3277
1055.286,17.5881,-5.5848,-3.3257,-2.6801,-2.4271,-2.3063,-2.1739,-1.9691,1.4055,0.984,0.6715,0.4835,0.418,0.3277
1056.5896,17.60982667,-5.7579,-3.2718,-2.561,-2.3792,-2.3797,-2.1015,-2.2247,1.4631,0.9856,0.6522,0.4855,0.2544,0.014
1058.0048,17.63341333,-5.888,-3.3214,-2.6383,-2.4771,-2.3469,-2.0842,-2.5004,1.3657,0.9476,0.6457,0.4888,0.4357,0.1835
1059.4411,17.65735167,-5.5434,-3.2677,-2.5307,-2.4488,-2.3634,-2.2577,-2.2332,1.3768,0.9606,0.6619,0.4514,0.2895,0.2844
1060.8746,17.68124333,-5.7305,-3.3051,-2.778,-2.4819,-2.4062,-2.2413,-2.1209,1.3781,0.9134,0.634,0.4597,0.3655,0.1897
1062.2968,17.70494667,-5.8317,-3.19,-2.6636,-2.3915,-2.4243,-2.4187,-3.0364,1.3922,0.9662,0.6429,0.449,0.447,0.1597
1063.802,17.73003333,-5.8447,-3.2889,-2.6731,-2.3501,-2.5261,-2.3712,-2.6989,1.395,0.9176,0.6592,0.4251,0.4297,0.112
